filename,width,height,class,xmin,ymin,xmax,ymax
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-king,54,102,88,189
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-queen,61,72,94,145
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-bishop,51,170,79,231
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-bishop,145,3,168,37
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-knight,144,45,169,104
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-knight,52,219,84,281
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-pawn,178,288,202,335
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-pawn,101,189,122,233
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-pawn,97,233,122,280
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-pawn,106,144,127,190
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-pawn,178,99,197,142
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-pawn,175,30,195,72
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-pawn,110,62,129,107
1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.c65abe6a33f5679f8c1e84d9029a77e4.jpg,416,416,white-pawn,112,2,132,36
IMG_0294_JPG.rf.cb349f708d70f8f46097636ec55f5419.jpg,416,416,black-king,71,87,109,176
IMG_0294_JPG.rf.cb349f708d70f8f46097636ec55f5419.jpg,416,416,white-king,323,127,362,220
IMG_0294_JPG.rf.cb349f708d70f8f46097636ec55f5419.jpg,416,416,black-pawn,255,161,282,213
IMG_0294_JPG.rf.cb349f708d70f8f46097636ec55f5419.jpg,416,416,black-pawn,153,117,182,172
IMG_0294_JPG.rf.cb349f708d70f8f46097636ec55f5419.jpg,416,416,black-pawn,170,254,202,309
IMG_0294_JPG.rf.cb349f708d70f8f46097636ec55f5419.jpg,416,416,white-pawn,249,212,279,264
IMG_0294_JPG.rf.cb349f708d70f8f46097636ec55f5419.jpg,416,416,white-pawn,293,120,320,168
IMG_0294_JPG.rf.cb349f708d70f8f46097636ec55f5419.jpg,416,416,black-rook,321,36,350,95
IMG_0294_JPG.rf.cb349f708d70f8f46097636ec55f5419.jpg,416,416,white-rook,218,46,248,105
23988893ef7381fece6d1ef32ef5428f_jpg.rf.c17c56f4463bd4def9641c0218c16471.jpg,416,416,black-knight,313,0,334,38
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-king,80,82,114,167
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-bishop,156,32,179,96
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-bishop,255,193,284,256
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-knight,157,108,183,171
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-knight,219,291,254,359
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-rook,166,7,190,61
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-rook,187,152,216,210
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-pawn,97,300,127,354
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-pawn,122,118,145,165
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-pawn,203,49,223,95
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-pawn,230,51,254,97
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-pawn,153,200,178,249
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,black-pawn,180,251,208,303
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,white-king,334,124,370,212
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,white-knight,308,293,341,361
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,white-queen,260,23,287,97
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,white-rook,321,7,347,60
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,white-bishop,257,144,285,207
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,white-bishop,327,30,352,91
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,white-pawn,234,12,256,56
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,white-pawn,293,46,315,91
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,white-pawn,300,116,323,162
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,white-pawn,298,158,324,205
d795f84f39716798482fb2937868ed8a_jpg.rf.cad9a430bd9734f8a4d5a7bbefe008db.jpg,416,416,white-pawn,303,251,332,302
104ec0199cb67e1a359b1b0845ee66f3_jpg.rf.c8750ec52c3ade1aca9de15694cf9eb5.jpg,416,416,black-bishop,218,105,240,162
4ae38537a74c5ed10d5223f8066659fc_jpg.rf.c07420cc60cdf3ede129a75dec9678e6.jpg,416,416,white-rook,178,116,200,165
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-queen,317,76,344,140
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-king,315,103,350,185
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-bishop,306,47,330,104
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-bishop,324,174,351,231
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-rook,298,13,323,65
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-rook,332,223,364,282
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-rook,299,9,320,33
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-rook,337,279,370,337
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-pawn,262,8,282,29
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-pawn,265,22,284,63
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-pawn,269,57,290,100
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-pawn,274,90,294,138
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-pawn,281,134,300,180
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-pawn,286,179,306,227
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-pawn,292,228,314,276
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,black-pawn,298,280,321,333
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-queen,47,60,77,134
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-king,41,91,72,177
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-bishop,52,34,76,92
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-bishop,36,157,64,220
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-knight,55,3,80,57
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-knight,34,218,64,279
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-rook,29,272,59,335
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-rook,60,2,83,20
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-pawn,93,3,115,19
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-pawn,93,14,115,56
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-pawn,93,51,114,95
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-pawn,88,89,113,133
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-pawn,88,133,113,180
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-pawn,83,180,109,223
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-pawn,82,224,110,272
4939035108d04ee672570a7cc937e270_jpg.rf.c676ffd8b63ca7b82aeb3348c032c768.jpg,416,416,white-pawn,78,278,105,326
49f78dc9aaeadd0c76ed2def75c358f3_jpg.rf.c79a51cf35ad3e236c3ea41e5a659b31.jpg,416,416,black-king,216,229,244,309
e79deba8fe520409790b601ad61da4ee_jpg.rf.c5ace9198f249698fecd9cd44699ad3e.jpg,416,416,black-pawn,191,78,209,120
6403b91d63799cb9b5531c47b195d088_jpg.rf.c98b6f1a55887b0abf43a46704ffce4a.jpg,416,416,white-queen,215,181,243,255
05de676d5078dc0a13796f3f627993ef_jpg.rf.cc83e123e6905474c14e40a7a06b3fbb.jpg,416,416,black-knight,257,192,284,253
3091c9b25d76e9cbd0af83ced9f354e5_jpg.rf.bfe4874bf78f4241bf8a602aef15c352.jpg,416,416,black-knight,88,7,113,58
edd285915356686fb53fb52c1ded0e53_jpg.rf.c889f2395a10814f1b3bc7c2eff34762.jpg,416,416,black-bishop,215,37,238,97
IMG_0298_JPG.rf.c72da1b09a38ec0adab3af9bb3abc0c1.jpg,416,416,black-king,80,87,120,173
IMG_0298_JPG.rf.c72da1b09a38ec0adab3af9bb3abc0c1.jpg,416,416,white-rook,101,34,131,94
IMG_0298_JPG.rf.c72da1b09a38ec0adab3af9bb3abc0c1.jpg,416,416,black-pawn,192,258,218,308
IMG_0298_JPG.rf.c72da1b09a38ec0adab3af9bb3abc0c1.jpg,416,416,black-pawn,168,115,196,169
IMG_0298_JPG.rf.c72da1b09a38ec0adab3af9bb3abc0c1.jpg,416,416,black-pawn,275,157,301,211
IMG_0298_JPG.rf.c72da1b09a38ec0adab3af9bb3abc0c1.jpg,416,416,white-pawn,272,210,300,264
IMG_0298_JPG.rf.c72da1b09a38ec0adab3af9bb3abc0c1.jpg,416,416,white-pawn,311,115,339,168
IMG_0298_JPG.rf.c72da1b09a38ec0adab3af9bb3abc0c1.jpg,416,416,white-king,343,122,390,216
446e75de1ffefc2115e79696bcf0e357_jpg.rf.c74c5023e09478494c8b41aa67f070fe.jpg,416,416,black-knight,43,302,77,355
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,white-rook,329,17,355,72
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,white-king,336,94,374,182
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,white-bishop,334,38,360,101
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,white-queen,262,27,293,107
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,white-knight,304,311,341,380
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,white-pawn,298,52,321,101
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,white-pawn,304,127,326,175
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,white-pawn,301,169,326,219
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,white-pawn,258,222,284,271
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,black-king,74,82,113,172
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,black-bishop,157,36,181,102
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,black-rook,169,6,193,65
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,black-rook,192,121,219,179
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,black-knight,302,246,334,318
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,black-knight,260,159,289,226
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,black-pawn,234,58,256,105
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,black-pawn,120,123,141,172
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,black-pawn,186,324,211,375
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,black-pawn,178,264,202,314
ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.cb3d9d5a5fd961cfb91b7cb00efeab83.jpg,416,416,black-pawn,151,207,175,259
8d6f722eadc015a393bd490f9b7a85e6_jpg.rf.c7ef5eb61f666dd9651b0f2a23cf3f60.jpg,416,416,white-king,136,75,166,163
8d6f722eadc015a393bd490f9b7a85e6_jpg.rf.c7ef5eb61f666dd9651b0f2a23cf3f60.jpg,416,416,black-king,218,165,252,257
8d6f722eadc015a393bd490f9b7a85e6_jpg.rf.c7ef5eb61f666dd9651b0f2a23cf3f60.jpg,416,416,white-pawn,97,253,124,307
ce54969567273b9b8a275812ff56e16c_jpg.rf.c314f1d0e3f3e5009805961ff05a7934.jpg,416,416,black-queen,144,80,178,157
ce54969567273b9b8a275812ff56e16c_jpg.rf.c314f1d0e3f3e5009805961ff05a7934.jpg,416,416,black-knight,210,133,242,193
ce54969567273b9b8a275812ff56e16c_jpg.rf.c314f1d0e3f3e5009805961ff05a7934.jpg,416,416,white-bishop,209,216,241,281
ce54969567273b9b8a275812ff56e16c_jpg.rf.c314f1d0e3f3e5009805961ff05a7934.jpg,416,416,white-queen,247,79,277,154
ce54969567273b9b8a275812ff56e16c_jpg.rf.c314f1d0e3f3e5009805961ff05a7934.jpg,416,416,white-knight,324,210,358,279
ce54969567273b9b8a275812ff56e16c_jpg.rf.c314f1d0e3f3e5009805961ff05a7934.jpg,416,416,white-king,284,107,319,191
